idx,path,jurisdiction,jur_ok,jur_suggest,practice,prac_ok,prac_suggest,note,ft_read,ft_jur_check,ft_prac_check,ft_note,applied
1830,general/data-protection/skills/cloud-provider-assessment/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1831,general/data-protection/skills/cold-start-interview-10/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1832,general/data-protection/skills/compliance-checklist-generation/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1833,general/data-protection/skills/compliance-checklist/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1834,general/data-protection/skills/compliance-evidence-cembasaranoglu/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1835,general/data-protection/skills/compliance-policy-auditor/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1836,general/data-protection/skills/compliance-review/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1837,general/data-protection/skills/consent-for-transfers/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1838,general/data-protection/skills/consent-withdrawal/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1839,general/data-protection/skills/controller-ropa-creation/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1840,general/data-protection/skills/cookie-policy-page-generator/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1841,general/data-protection/skills/criminal-data-handling/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1842,general/data-protection/skills/customize-11/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1843,general/data-protection/skills/data-inventory-mapping/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1844,general/data-protection/skills/data-portability/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1845,general/data-protection/skills/data-privacy/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1846,general/data-protection/skills/data-processing-addendum/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1847,general/data-protection/skills/data-protection/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1848,general/data-protection/skills/direct-collection-notice/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1849,general/data-protection/skills/dpa-inspection-prep/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1850,general/data-protection/skills/dpa-review-anthropics/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1851,general/data-protection/skills/dpa-review-stubbi/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1852,general/data-protection/skills/dpa-review-zhou210712/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1853,general/data-protection/skills/dpa-review/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1854,general/data-protection/skills/dpia-risk-scoring/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1855,general/data-protection/skills/draft-cybersecurity-website-terms-and-cookie-policies/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1856,general/data-protection/skills/dsar-processing/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1857,general/data-protection/skills/dsar-response-anthropics/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1858,general/data-protection/skills/dsar-response-stubbi/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1859,general/data-protection/skills/dsar-response/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1860,general/data-protection/skills/employee-dsar-response/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1861,general/data-protection/skills/employee-monitoring-dpia/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1862,general/data-protection/skills/employment-consent-limits/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1863,general/data-protection/skills/encargo/SKILL.md,general,maybe,es,data-protection,ok,,Spanish RGPD encargo (betobetico /privacidad/) — jurisdiction вероятно es,yes,подтв: es,,исп. data-protection: RGPD+LOPDGDD арт.33-35+AEPD+СКК — jurisdiction es,перемещён → es/data-protection/skills/encargo
1864,general/data-protection/skills/eprivacy-essential-cookies/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1865,general/data-protection/skills/gdpr-audit-prep/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1866,general/data-protection/skills/gdpr-certification/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1867,general/data-protection/skills/gdpr-codes-of-conduct/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1868,general/data-protection/skills/gdpr-compliance-audit/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1869,general/data-protection/skills/gdpr-compliance-guia-matthieu/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1870,general/data-protection/skills/gdpr-compliance-vibeeval/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1871,general/data-protection/skills/gdpr-data-processing-addendum/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1872,general/data-protection/skills/gdpr-dpa/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1873,general/data-protection/skills/gdpr-eu-representative/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1874,general/data-protection/skills/gdpr-parental-consent/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1875,general/data-protection/skills/gdpr-prior-consultation/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1876,general/data-protection/skills/gdpr-remediation-roadmap/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1877,general/data-protection/skills/gdpr-self-assessment/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1878,general/data-protection/skills/generate-compliance-audit-document/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1879,general/data-protection/skills/generating-compliance-reports/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1880,general/data-protection/skills/google-consent-mode-v2/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1881,general/data-protection/skills/indirect-collection-notice/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1882,general/data-protection/skills/iso27701/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1883,general/data-protection/skills/joint-controller-art26/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1884,general/data-protection/skills/kwp-legal-canned-responses/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1885,general/data-protection/skills/lawful-basis-assessment/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1886,general/data-protection/skills/legal-advisor-v2/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1887,general/data-protection/skills/legal-advisor/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1888,general/data-protection/skills/legal-docs/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1889,general/data-protection/skills/legal-privacy-review/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1890,general/data-protection/skills/legit-interest-vs-consent/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1891,general/data-protection/skills/legitimate-interest-lia/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1892,general/data-protection/skills/managing-consent-for-research/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1893,general/data-protection/skills/marketing-analytics-dpia/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1894,general/data-protection/skills/nist-pf-identify/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1895,general/data-protection/skills/personal-data-test/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1896,general/data-protection/skills/pia-generation-stubbi/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1897,general/data-protection/skills/pia-generation/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1898,general/data-protection/skills/pia-large-scale-monitor/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1899,general/data-protection/skills/pia-review-cadence/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1900,general/data-protection/skills/policy-monitor-anthropics/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1901,general/data-protection/skills/policy-redraft-zekaisuni/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1902,general/data-protection/skills/privacy-check/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1903,general/data-protection/skills/privacy-law-gap-analysis/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1904,general/data-protection/skills/privacy-page-generator/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1905,general/data-protection/skills/privacy-policy-lucas-flatwhite/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1906,general/data-protection/skills/privacy-policy-paperclipai/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1907,general/data-protection/skills/privacy-policy-phuryn/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1908,general/data-protection/skills/privacy-policy-reviewer/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1909,general/data-protection/skills/privacy/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1910,general/data-protection/skills/pseudo-vs-anon-data/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1911,general/data-protection/skills/recovery-app-legal-terms/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1912,general/data-protection/skills/reg-gap-analysis-anthropics/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1913,general/data-protection/skills/restriction-of-processing/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1914,general/data-protection/skills/retention-exception-mgmt/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1915,general/data-protection/skills/right-to-erasure/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1916,general/data-protection/skills/right-to-object/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1917,general/data-protection/skills/right-to-rectification/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1918,general/data-protection/skills/ropa-maintenance-workflow/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1919,general/data-protection/skills/ropa-tool-integration/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1920,general/data-protection/skills/search-engine-erasure/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1921,general/data-protection/skills/slovak-to-english-gdpr-translation/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1922,general/data-protection/skills/special-category-data/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1923,general/data-protection/skills/sub-processor-management/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1924,general/data-protection/skills/supplementary-measures/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1925,general/data-protection/skills/terms-analyzer/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1926,general/data-protection/skills/terms-recon/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1927,general/data-protection/skills/transfer-impact-assessment/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1928,general/data-protection/skills/transparent-communication/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1929,general/data-protection/skills/use-case-triage/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1930,general/data-protection/skills/vendor-ai-review-anthropics/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1931,general/data-protection/skills/vendor-privacy-audit/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1932,general/data-protection/skills/vendor-privacy-due-diligence/SKILL.md,general,ok,,data-protection,ok,,,,,,,
1933,general/employment/skills/auto-doc/SKILL.md,general,ok,,employment,ok,,,,,,,
1934,general/employment/skills/background-check-summary/SKILL.md,general,ok,,employment,ok,,,,,,,
1935,general/employment/skills/customize-6/SKILL.md,general,ok,,employment,ok,,,,,,,
1936,general/employment/skills/employment-contract-templates-2/SKILL.md,general,ok,,employment,ok,,,,,,,
1937,general/employment/skills/employment-contract-templates-badhope/SKILL.md,general,ok,,employment,ok,,,,,,,
1938,general/employment/skills/employment-contract-templates-diegosouzapw/SKILL.md,general,ok,,employment,ok,,,,,,,
1939,general/employment/skills/employment-contract-templates-idorgham/SKILL.md,general,ok,,employment,ok,,,,,,,
1940,general/employment/skills/employment-contract-templates-luokai0/SKILL.md,general,ok,,employment,ok,,,,,,,
1941,general/employment/skills/employment-contract-templates-richard-devbot/SKILL.md,general,ok,,employment,ok,,,,,,,
1942,general/employment/skills/employment-contract-templates-v2/SKILL.md,general,ok,,employment,ok,,,,,,,
1943,general/employment/skills/employment-contract-templates-wshobson/SKILL.md,general,ok,,employment,ok,,,,,,,
1944,general/employment/skills/employment-contract-templates/SKILL.md,general,ok,,employment,ok,,,,,,,
1945,general/employment/skills/employment-contract/SKILL.md,general,ok,,employment,ok,,,,,,,
1946,general/employment/skills/handbook-updates/SKILL.md,general,ok,,employment,ok,,,,,,,
1947,general/employment/skills/hiring-review-stubbi/SKILL.md,general,ok,,employment,ok,,,,,,,
1948,general/employment/skills/internal-investigation-anthropics/SKILL.md,general,ok,,employment,ok,,,,,,,
1949,general/employment/skills/internal-investigation/SKILL.md,general,ok,,employment,ok,,,,,,,
1950,general/employment/skills/investigation-add-anthropics/SKILL.md,general,ok,,employment,ok,,,,,,,
1951,general/employment/skills/investigation-add/SKILL.md,general,ok,,employment,ok,,,,,,,
1952,general/employment/skills/investigation-memo-anthropics/SKILL.md,general,ok,,employment,ok,,,,,,,
1953,general/employment/skills/investigation-memo/SKILL.md,general,ok,,employment,ok,,,,,,,
1954,general/employment/skills/investigation-open-anthropics/SKILL.md,general,ok,,employment,ok,,,,,,,
1955,general/employment/skills/investigation-open/SKILL.md,general,ok,,employment,ok,,,,,,,
1956,general/employment/skills/investigation-query-anthropics/SKILL.md,general,ok,,employment,ok,,,,,,,
1957,general/employment/skills/investigation-query-zekaisuni/SKILL.md,general,ok,,employment,ok,,,,,,,
1958,general/employment/skills/investigation-query/SKILL.md,general,ok,,employment,ok,,,,,,,
1959,general/employment/skills/matter-workspace-zekaisuni/SKILL.md,general,ok,,employment,ok,,,,,,,
1960,general/employment/skills/termination-review-anthropics/SKILL.md,general,ok,,employment,ok,,,,,,,
1961,general/employment/skills/termination-review-stubbi/SKILL.md,general,ok,,employment,ok,,,,,,,
1962,general/employment/skills/termination-review/SKILL.md,general,ok,,employment,ok,,,,,,,
1963,general/environmental/skills/climate-legislation-summary/SKILL.md,general,ok,,environmental,ok,,,,,,,
1964,general/environmental/skills/environmental-compliance/SKILL.md,general,ok,,environmental,ok,,,,,,,
1965,general/environmental/skills/msds-writer/SKILL.md,general,ok,,environmental,ok,,"MSDS/SDS — паспорта безопасности химвеществ; environmental ok, пересечение с regulatory/product-safety",,,,,
1966,general/family/skills/asset-liability-summaries/SKILL.md,general,ok,,family,ok,,"Asset/Liability — заявлено для divorce/estate/bankruptcy/valuation; family как доминанта, пересечение",,,,,
1967,general/family/skills/custody-evaluation-summary/SKILL.md,general,ok,,family,ok,,,,,,,
1968,general/finance/skills/track-deposits/SKILL.md,general,ok,,finance,ok,,форензик-трекинг депозитов — finance; пересечение с white-collar (structuring/AML) и litigation,,,,,
1969,general/general/skills/academic-bluebook/SKILL.md,general,ok,,general,ok,,,,,,,
1970,general/general/skills/action-items-from-client-alert/SKILL.md,general,ok,,general,ok,,,,,,,
1971,general/general/skills/analytical-brief/SKILL.md,general,ok,,general,ok,,,,,,,
1972,general/general/skills/arabic-legal/SKILL.md,general,ok,,general,ok,,,,,,,
1973,general/general/skills/article-summary/SKILL.md,general,ok,,general,ok,,,,,,,
1974,general/general/skills/audit-archive/SKILL.md,general,ok,,general,ok,,,,,,,
1975,general/general/skills/audit-crossrefs/SKILL.md,general,ok,,general,ok,,,,,,,
1976,general/general/skills/authority-verification/SKILL.md,general,ok,,general,ok,,,,,,,
1977,general/general/skills/bates-citation-verification/SKILL.md,general,ok,,general,ok,,,,,,,
1978,general/general/skills/billing-cycle-manager-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
1979,general/general/skills/bluebook/SKILL.md,general,ok,,general,ok,,,,,,,
1980,general/general/skills/box-legal-workflows-intake/SKILL.md,general,ok,,general,ok,,,,,,,
1981,general/general/skills/box-legal-workflows/SKILL.md,general,ok,,general,ok,,,,,,,
1982,general/general/skills/brief/SKILL.md,general,ok,,general,ok,,,,,,,
1983,general/general/skills/budget-and-fee-manager-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
1984,general/general/skills/build-guide/SKILL.md,general,ok,,general,ok,,,,,,,
1985,general/general/skills/bulk-document-extraction-review/SKILL.md,general,ok,,general,ok,,,,,,,
1986,general/general/skills/canned-responses-anthropic/SKILL.md,general,ok,,general,ok,,,,,,,
1987,general/general/skills/carta/SKILL.md,general,ok,,general,ok,,,,,,,
1988,general/general/skills/case-brief/SKILL.md,general,ok,,general,ok,,,,,,,
1989,general/general/skills/case-briefs/SKILL.md,general,ok,,general,ok,,,,,,,
1990,general/general/skills/case-index/SKILL.md,general,ok,,general,ok,,,,,,,
1991,general/general/skills/case-manage/SKILL.md,general,ok,,general,ok,,,,,,,
1992,general/general/skills/caseblocks/SKILL.md,general,ok,,general,ok,,,,,,,
1993,general/general/skills/chronology-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
1994,general/general/skills/citation-auditor/SKILL.md,general,ok,,general,ok,,,,,,,
1995,general/general/skills/cite-recon/SKILL.md,general,ok,,general,ok,,,,,,,
1996,general/general/skills/claude-for-legal/SKILL.md,general,ok,,general,ok,,,,,,,
1997,general/general/skills/client-advisory/SKILL.md,general,ok,,general,ok,,,,,,,
1998,general/general/skills/client-alert-drafting/SKILL.md,general,ok,,general,ok,,,,,,,
1999,general/general/skills/client-comms-log-anthropics/SKILL.md,general,ok,,general,ok,,,,,,,
2000,general/general/skills/client-comms-log/SKILL.md,general,ok,,general,ok,,,,,,,
2001,general/general/skills/client-communication/SKILL.md,general,ok,,general,ok,,,,,,,
2002,general/general/skills/client-friendly-tone/SKILL.md,general,ok,,general,ok,,,,,,,
2003,general/general/skills/client-intake-anthropics/SKILL.md,general,ok,,general,ok,,,,,,,
2004,general/general/skills/client-intake-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2005,general/general/skills/client-intake-zhou210712/SKILL.md,general,ok,,general,ok,,,,,,,
2006,general/general/skills/client-intake/SKILL.md,general,ok,,general,ok,,,,,,,
2007,general/general/skills/client-letter-anthropics/SKILL.md,general,ok,,general,ok,,,,,,,
2008,general/general/skills/client-letter-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2009,general/general/skills/client-letter-zhou210712/SKILL.md,general,ok,,general,ok,,,,,,,
2010,general/general/skills/client-letter/SKILL.md,general,ok,,general,ok,,,,,,,
2011,general/general/skills/clio-manage/SKILL.md,general,ok,,general,ok,,,,,,,
2012,general/general/skills/clo-legal-kb/SKILL.md,general,ok,,general,ok,,,,,,,
2013,general/general/skills/co-sign-opinion-summary/SKILL.md,general,ok,,general,ok,,,,,,,
2014,general/general/skills/cold-start-interview-7/SKILL.md,general,ok,,general,ok,,,,,,,
2015,general/general/skills/cold-start-interview-8/SKILL.md,general,ok,,general,ok,,,,,,,
2016,general/general/skills/cold-start-interview-alexchlou/SKILL.md,general,ok,,general,ok,,,,,,,
2017,general/general/skills/collaboration-platform-advisor-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2018,general/general/skills/collating-reviewer-feedback/SKILL.md,general,ok,,general,ok,,,,,,,
2019,general/general/skills/common-law-humor-coach/SKILL.md,general,ok,,general,ok,,,,,,,
2020,general/general/skills/comms-improver-legalquants/SKILL.md,general,ok,,general,ok,,,,,,,
2021,general/general/skills/comms-improver/SKILL.md,general,ok,,general,ok,,,,,,,
2022,general/general/skills/communication-summarization/SKILL.md,general,ok,,general,ok,,,,,,,
2023,general/general/skills/conference-summary/SKILL.md,general,ok,,general,ok,,,,,,,
2024,general/general/skills/conflict-detector/SKILL.md,general,ok,,general,ok,,,,,,,
2025,general/general/skills/continuous-improvement-engine-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2026,general/general/skills/convert/SKILL.md,general,ok,,general,ok,,,,,,,
2027,general/general/skills/coquill/SKILL.md,general,ok,,general,ok,,,,,,,
2028,general/general/skills/curate-history/SKILL.md,general,ok,,general,ok,,,,,,,
2029,general/general/skills/customize-2/SKILL.md,general,ok,,general,ok,,,,,,,
2030,general/general/skills/customize-3/SKILL.md,general,ok,,general,ok,,,,,,,
2031,general/general/skills/customize-8/SKILL.md,general,ok,,general,ok,,,,,,,
2032,general/general/skills/customize-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2033,general/general/skills/customize-zhou210712/SKILL.md,general,ok,,general,ok,,,,,,,
2034,general/general/skills/daily-briefing/SKILL.md,general,ok,,general,ok,,,,,,,
2035,general/general/skills/deadlines-anthropics/SKILL.md,general,ok,,general,ok,,,,,,,
2036,general/general/skills/deadlines-zhou210712/SKILL.md,general,ok,,general,ok,,,,,,,
2037,general/general/skills/deadlines/SKILL.md,general,ok,,general,ok,,,,,,,
2038,general/general/skills/deepread-legal/SKILL.md,general,ok,,general,ok,,,,,,,
2039,general/general/skills/doc-assistant/SKILL.md,general,ok,,general,ok,,,,,,,
2040,general/general/skills/document-approval-tracker-scott-margetts/SKILL.md,general,ok,,general,ok,,,,,,,
2041,general/general/skills/document-summarization/SKILL.md,general,ok,,general,ok,,,,,,,
2042,general/general/skills/documents/SKILL.md,general,ok,,general,ok,,,,,,,
2043,general/general/skills/docx-processing-openai/SKILL.md,general,ok,,general,ok,,,,,,,
2044,general/general/skills/dots-ai-agreement/SKILL.md,general,ok,,general,ok,,,,,,,
2045,general/general/skills/draft-anthropics/SKILL.md,general,ok,,general,ok,,,,,,,
2046,general/general/skills/draft-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2047,general/general/skills/draft-zhou210712/SKILL.md,general,ok,,general,ok,,,,,,,
2048,general/general/skills/ecm-draft-format-adjust/SKILL.md,general,ok,,general,ok,,,,,,,
2049,general/general/skills/eligibility-screening/SKILL.md,general,ok,,general,ok,,,,,,,
2050,general/general/skills/en-us-legal-translation-wouter-van-den-berg/SKILL.md,general,ok,,general,ok,,,,,,,
2051,general/general/skills/engagement-letter-review/SKILL.md,general,ok,,general,ok,,,,,,,
2052,general/general/skills/entrevista-inicial/SKILL.md,general,ok,,general,ok,,,,,,,
2053,general/general/skills/executive-summaries/SKILL.md,general,ok,,general,ok,,,,,,,
2054,general/general/skills/final-synthesis/SKILL.md,general,ok,,general,ok,,,,,,,
2055,general/general/skills/form-generation-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2056,general/general/skills/form-generation-zhou210712/SKILL.md,general,ok,,general,ok,,,,,,,
2057,general/general/skills/form-generation/SKILL.md,general,ok,,general,ok,,,,,,,
2058,general/general/skills/forma-cn/SKILL.md,general,ok,,general,ok,,,,,,,
2059,general/general/skills/intake-triage-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2060,general/general/skills/intake-triage/SKILL.md,general,ok,,general,ok,,,,,,,
2061,general/general/skills/investigation-add-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2062,general/general/skills/investigation-add-zekaisuni/SKILL.md,general,ok,,general,ok,,,,,,,
2063,general/general/skills/investigation-open-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2064,general/general/skills/investigation-report-summary/SKILL.md,general,ok,,general,ok,,,,,,,
2065,general/general/skills/irac-practice-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2066,general/general/skills/irac-practice/SKILL.md,general,ok,,general,ok,,,,,,,
2067,general/general/skills/irac/SKILL.md,general,ok,,general,ok,,,,,,,
2068,general/general/skills/is-this-a-problem/SKILL.md,general,ok,,general,ok,,,,,,,
2069,general/general/skills/iterative-plan-redraft-semantic-guardrails/SKILL.md,general,ok,,general,ok,,,,,,,
2070,general/general/skills/judicial-first-impression-larissa-meredith-flister/SKILL.md,general,ok,,general,ok,,,,,,,
2071,general/general/skills/kommentar-und-literatur-hinweis/SKILL.md,general,ok,,general,ok,,,,,,,
2072,general/general/skills/law-skills/SKILL.md,general,ok,,general,ok,,,,,,,
2073,general/general/skills/lawyer-analyst/SKILL.md,general,ok,,general,ok,,,,,,,
2074,general/general/skills/lawyer-brief/SKILL.md,general,ok,,general,ok,,,,,,,
2075,general/general/skills/legal-admin-tracker/SKILL.md,general,ok,,general,ok,,,,,,,
2076,general/general/skills/legal-advisor-shahboura/SKILL.md,general,ok,,general,ok,,,,,,,
2077,general/general/skills/legal-agent-skills-guide/SKILL.md,general,ok,,general,ok,,,,,,,
2078,general/general/skills/legal-article-summary/SKILL.md,general,ok,,general,ok,,,,,,,
2079,general/general/skills/legal-assistant/SKILL.md,general,ok,,general,ok,,,,,,,
2080,general/general/skills/legal-billing-time-tracking-itzfaisal/SKILL.md,general,ok,,general,ok,,,,,,,
2081,general/general/skills/legal-billing-time-tracking/SKILL.md,general,ok,,general,ok,,,,,,,
2082,general/general/skills/legal-brief-mohitagw15856/SKILL.md,general,ok,,general,ok,,,,,,,
2083,general/general/skills/legal-brief/SKILL.md,general,ok,,general,ok,,,,,,,
2084,general/general/skills/legal-canned-responses/SKILL.md,general,ok,,general,ok,,,,,,,
2085,general/general/skills/legal-counsel-review/SKILL.md,general,ok,,general,ok,,,,,,,
2086,general/general/skills/legal-design-assessment-mirza-chiragov/SKILL.md,general,ok,,general,ok,,,,,,,
2087,general/general/skills/legal-document-drafting-formatting-alessandro-dardano/SKILL.md,general,ok,,general,ok,,,,,,,
2088,general/general/skills/legal-industry-workflows/SKILL.md,general,ok,,general,ok,,,,,,,
2089,general/general/skills/legal-job-search/SKILL.md,general,ok,,general,ok,,,,,,,
2090,general/general/skills/legal-matter-summarization/SKILL.md,general,ok,,general,ok,,,,,,,
2091,general/general/skills/legal-matter-tracker/SKILL.md,general,ok,,general,ok,,,,,,,
2092,general/general/skills/legal-meeting-briefing-evolution-foundation/SKILL.md,general,ok,,general,ok,,,,,,,
2093,general/general/skills/legal-meeting-briefing/SKILL.md,general,ok,,general,ok,,,,,,,
2094,general/general/skills/legal-memorandum/SKILL.md,general,ok,,general,ok,,,,,,,
2095,general/general/skills/legal-opinion-formatter/SKILL.md,general,ok,,general,ok,,,,,,,
2096,general/general/skills/legal-profile-setup/SKILL.md,general,ok,,general,ok,,,,,,,
2097,general/general/skills/legal-proposal-generator/SKILL.md,general,ok,,general,ok,,,,,,,
2098,general/general/skills/legal-qa-assistant/SKILL.md,general,ok,,general,ok,,,,,,,
2099,general/general/skills/legal-qa-extractor/SKILL.md,general,ok,,general,ok,,,,,,,
2100,general/general/skills/legal-qa/SKILL.md,general,ok,,general,ok,,,,,,,
2101,general/general/skills/legal-request-triage/SKILL.md,general,ok,,general,ok,,,,,,,
2102,general/general/skills/legal-research-guide/SKILL.md,general,ok,,general,ok,,,,,,,
2103,general/general/skills/legal-researcher-varunk130/SKILL.md,general,ok,,general,ok,,,,,,,
2104,general/general/skills/legal-response/SKILL.md,general,ok,,general,ok,,,,,,,
2105,general/general/skills/legal-risk-assessment-anthropic/SKILL.md,general,ok,,general,ok,,,,,,,
2106,general/general/skills/legal-risk-summary/SKILL.md,general,ok,,general,ok,,,,,,,
2107,general/general/skills/legal-risk-visualization/SKILL.md,general,ok,,general,ok,,,,,,,
2108,general/general/skills/legal-sanity-review/SKILL.md,general,ok,,general,ok,,,,,,,
2109,general/general/skills/legal-team-lead/SKILL.md,general,ok,,general,ok,,,,,,,
2110,general/general/skills/legal-text-explanation-and-risk-analysis/SKILL.md,general,ok,,general,ok,,,,,,,
2111,general/general/skills/legal-text-format/SKILL.md,general,ok,,general,ok,,,,,,,
2112,general/general/skills/legal-translation-mikailustuner/SKILL.md,general,ok,,general,ok,,,,,,,
2113,general/general/skills/legal-translation-uk-english-wouter-van-den-berg/SKILL.md,general,ok,,general,ok,,,,,,,
2114,general/general/skills/legal-translation/SKILL.md,general,ok,,general,ok,,,,,,,
2115,general/general/skills/legal-verified-research-memo/SKILL.md,general,ok,,general,ok,,,,,,,
2116,general/general/skills/legal-writing-anthropics/SKILL.md,general,ok,,general,ok,,,,,,,
2117,general/general/skills/legal-writing-stubbi/SKILL.md,general,ok,,general,ok,,,,,,,
2118,general/general/skills/legal-writing-zhou210712/SKILL.md,general,ok,,general,ok,,,,,,,
2119,general/general/skills/legal-writing/SKILL.md,general,ok,,general,ok,,,,,,,
